"","region","year_group","country_txt","type_sankey","target_sankey","dbsource_sankey","count_attacks","kills","wounded"
"2260","Middle East & North Africa","2010-2014","Libya","Facility/Infrastructure Attack","Unknown, religious & militia","START Primary Collection",6,6,2
"2261","Middle East & North Africa","2010-2014","Libya","Facility/Infrastructure Attack","Government","START Primary Collection",19,0,0
"2262","Middle East & North Africa","2010-2014","Libya","Unarmed Assault","Private Citizens & Property","START Primary Collection",1,0,0
"2263","Middle East & North Africa","2010-2014","Libya","Hijacking","Private Citizens & Property","START Primary Collection",1,0,1
"2264","Middle East & North Africa","2010-2014","Libya","Hijacking","Government","START Primary Collection",3,0,0
"2265","Middle East & North Africa","2010-2014","Libya","Hijacking","Transportation","START Primary Collection",1,0,0
"2266","Middle East & North Africa","2010-2014","Morocco","Bombing/Explosion","Private Citizens & Property","ISVG",1,17,24
"2267","Middle East & North Africa","2010-2014","Saudi Arabia","Bombing/Explosion","Private Citizens & Property","START Primary Collection",1,0,0
"2268","Middle East & North Africa","2010-2014","Saudi Arabia","Bombing/Explosion","Police","START Primary Collection",1,0,0
"2269","Middle East & North Africa","2010-2014","Saudi Arabia","Bombing/Explosion","Government","START Primary Collection",1,3,0
"2270","Middle East & North Africa","2010-2014","Saudi Arabia","Armed Assault","Private Citizens & Property","START Primary Collection",2,0,2
"2271","Middle East & North Africa","2010-2014","Saudi Arabia","Armed Assault","Military","START Primary Collection",2,2,2
"2272","Middle East & North Africa","2010-2014","Saudi Arabia","Armed Assault","Police","START Primary Collection",16,13,18
"2273","Middle East & North Africa","2010-2014","Saudi Arabia","Armed Assault","Police","ISVG",1,3,1
"2274","Middle East & North Africa","2010-2014","Saudi Arabia","Armed Assault","Unknown, religious & militia","START Primary Collection",1,7,13
"2275","Middle East & North Africa","2010-2014","Saudi Arabia","Assassination","Government","START Primary Collection",1,0,0
"2276","Middle East & North Africa","2010-2014","Saudi Arabia","Facility/Infrastructure Attack","Military","ISVG",1,0,14
"2277","Middle East & North Africa","2010-2014","Saudi Arabia","Facility/Infrastructure Attack","Government","START Primary Collection",1,0,0
"2278","Middle East & North Africa","2010-2014","Syria","Bombing/Explosion","Private Citizens & Property","START Primary Collection",198,884,2101
"2279","Middle East & North Africa","2010-2014","Syria","Bombing/Explosion","Private Citizens & Property","ISVG",2,2,2
"2280","Middle East & North Africa","2010-2014","Syria","Bombing/Explosion","Military","START Primary Collection",122,1132,1530
"2281","Middle East & North Africa","2010-2014","Syria","Bombing/Explosion","Military","ISVG",2,0,0
"2282","Middle East & North Africa","2010-2014","Syria","Bombing/Explosion","Police","START Primary Collection",36,278,365
"2283","Middle East & North Africa","2010-2014","Syria","Bombing/Explosion","Business, Utilities & Communication","START Primary Collection",78,378,799
"2284","Middle East & North Africa","2010-2014","Syria","Bombing/Explosion","Business, Utilities & Communication","ISVG",3,0,0
"2285","Middle East & North Africa","2010-2014","Syria","Bombing/Explosion","Unknown, religious & militia","START Primary Collection",71,518,384
"2286","Middle East & North Africa","2010-2014","Syria","Bombing/Explosion","Government","START Primary Collection",50,193,653
"2287","Middle East & North Africa","2010-2014","Syria","Bombing/Explosion","Transportation","START Primary Collection",14,63,211
"2288","Middle East & North Africa","2010-2014","Syria","Armed Assault","Private Citizens & Property","START Primary Collection",20,187,61
"2289","Middle East & North Africa","2010-2014","Syria","Armed Assault","Private Citizens & Property","ISVG",3,13,5
"2290","Middle East & North Africa","2010-2014","Syria","Armed Assault","Military","START Primary Collection",27,434,0
"2291","Middle East & North Africa","2010-2014","Syria","Armed Assault","Military","ISVG",4,27,19
"2292","Middle East & North Africa","2010-2014","Syria","Armed Assault","Police","START Primary Collection",3,8,16
"2293","Middle East & North Africa","2010-2014","Syria","Armed Assault","Police","ISVG",1,2,0
"2294","Middle East & North Africa","2010-2014","Syria","Armed Assault","Business, Utilities & Communication","START Primary Collection",7,22,7
"2295","Middle East & North Africa","2010-2014","Syria","Armed Assault","Business, Utilities & Communication","ISVG",1,0,0
"2296","Middle East & North Africa","2010-2014","Syria","Armed Assault","Unknown, religious & militia","START Primary Collection",2,3,0
"2297","Middle East & North Africa","2010-2014","Syria","Armed Assault","Government","START Primary Collection",5,1,0
"2298","Middle East & North Africa","2010-2014","Syria","Armed Assault","Transportation","START Primary Collection",1,7,21
"2299","Middle East & North Africa","2010-2014","Syria","Armed Assault","Transportation","ISVG",1,10,3
"2300","Middle East & North Africa","2010-2014","Syria","Assassination","Private Citizens & Property","START Primary Collection",2,5,0
"2301","Middle East & North Africa","2010-2014","Syria","Assassination","Military","START Primary Collection",5,5,0
"2302","Middle East & North Africa","2010-2014","Syria","Assassination","Business, Utilities & Communication","START Primary Collection",8,9,3
"2303","Middle East & North Africa","2010-2014","Syria","Assassination","Unknown, religious & militia","START Primary Collection",2,2,0
"2304","Middle East & North Africa","2010-2014","Syria","Assassination","Government","START Primary Collection",7,17,20
"2305","Middle East & North Africa","2010-2014","Syria","Hostage Taking","Private Citizens & Property","START Primary Collection",30,53,1
"2306","Middle East & North Africa","2010-2014","Syria","Hostage Taking","Private Citizens & Property","ISVG",3,14,1
"2307","Middle East & North Africa","2010-2014","Syria","Hostage Taking","Military","START Primary Collection",12,883,24
"2308","Middle East & North Africa","2010-2014","Syria","Hostage Taking","Business, Utilities & Communication","START Primary Collection",51,342,11
"2309","Middle East & North Africa","2010-2014","Syria","Hostage Taking","Unknown, religious & militia","START Primary Collection",12,46,0
"2310","Middle East & North Africa","2010-2014","Syria","Hostage Taking","Government","START Primary Collection",7,94,1
"2311","Middle East & North Africa","2010-2014","Syria","Hostage Taking","Government","ISVG",2,0,0
"2312","Middle East & North Africa","2010-2014","Syria","Unknown","Private Citizens & Property","START Primary Collection",7,48,22
"2313","Middle East & North Africa","2010-2014","Syria","Unknown","Military","START Primary Collection",20,148,0
"2314","Middle East & North Africa","2010-2014","Syria","Unknown","Police","START Primary Collection",1,0,0
"2315","Middle East & North Africa","2010-2014","Syria","Unknown","Business, Utilities & Communication","START Primary Collection",4,58,11
"2316","Middle East & North Africa","2010-2014","Syria","Unknown","Business, Utilities & Communication","ISVG",1,2,0
"2317","Middle East & North Africa","2010-2014","Syria","Unknown","Unknown, religious & militia","START Primary Collection",3,14,21
"2318","Middle East & North Africa","2010-2014","Syria","Unknown","Government","START Primary Collection",1,0,0
"2319","Middle East & North Africa","2010-2014","Syria","Unknown","Transportation","START Primary Collection",1,15,0
"2320","Middle East & North Africa","2010-2014","Syria","Facility/Infrastructure Attack","Military","START Primary Collection",1,0,0
"2321","Middle East & North Africa","2010-2014","Syria","Facility/Infrastructure Attack","Business, Utilities & Communication","START Primary Collection",3,0,0
"2322","Middle East & North Africa","2010-2014","Syria","Facility/Infrastructure Attack","Unknown, religious & militia","START Primary Collection",6,0,0
"2323","Middle East & North Africa","2010-2014","Syria","Facility/Infrastructure Attack","Government","START Primary Collection",1,0,0
"2324","Middle East & North Africa","2010-2014","Syria","Facility/Infrastructure Attack","Transportation","ISVG",1,1,0
"2325","Middle East & North Africa","2010-2014","Syria","Unarmed Assault","Private Citizens & Property","START Primary Collection",1,2,101
"2326","Middle East & North Africa","2010-2014","Syria","Hijacking","Government","START Primary Collection",1,0,0
"2327","Middle East & North Africa","2010-2014","Syria","Hijacking","Transportation","START Primary Collection",1,0,0
"2328","Middle East & North Africa","2010-2014","Tunisia","Bombing/Explosion","Private Citizens & Property","START Primary Collection",4,2,1
"2329","Middle East & North Africa","2010-2014","Tunisia","Bombing/Explosion","Military","START Primary Collection",15,11,40
"2330","Middle East & North Africa","2010-2014","Tunisia","Bombing/Explosion","Military","ISVG",1,0,0
"2331","Middle East & North Africa","2010-2014","Tunisia","Bombing/Explosion","Police","START Primary Collection",2,0,1
"2332","Middle East & North Africa","2010-2014","Tunisia","Bombing/Explosion","Business, Utilities & Communication","START Primary Collection",1,1,0
"2333","Middle East & North Africa","2010-2014","Tunisia","Bombing/Explosion","Business, Utilities & Communication","ISVG",1,0,0
"2334","Middle East & North Africa","2010-2014","Tunisia","Bombing/Explosion","Unknown, religious & militia","START Primary Collection",1,0,0
"2335","Middle East & North Africa","2010-2014","Tunisia","Armed Assault","Military","START Primary Collection",11,32,42
"2336","Middle East & North Africa","2010-2014","Tunisia","Armed Assault","Police","START Primary Collection",4,6,6
"2337","Middle East & North Africa","2010-2014","Tunisia","Armed Assault","Police","ISVG",1,4,0
"2338","Middle East & North Africa","2010-2014","Tunisia","Armed Assault","Government","START Primary Collection",1,4,1
"2339","Middle East & North Africa","2010-2014","Tunisia","Assassination","Private Citizens & Property","START Primary Collection",2,2,0
"2340","Middle East & North Africa","2010-2014","Tunisia","Assassination","Military","START Primary Collection",1,0,0
"2341","Middle East & North Africa","2010-2014","Tunisia","Assassination","Government","START Primary Collection",1,0,1
"2342","Middle East & North Africa","2010-2014","Tunisia","Hostage Taking","Police","START Primary Collection",1,1,0
"2343","Middle East & North Africa","2010-2014","Tunisia","Unknown","Military","START Primary Collection",3,9,0
"2344","Middle East & North Africa","2010-2014","Tunisia","Unknown","Police","START Primary Collection",1,0,0
"2345","Middle East & North Africa","2010-2014","Tunisia","Facility/Infrastructure Attack","Private Citizens & Property","START Primary Collection",1,0,0
"2346","Middle East & North Africa","2010-2014","Tunisia","Facility/Infrastructure Attack","Business, Utilities & Communication","START Primary Collection",1,0,0
"2347","Middle East & North Africa","2010-2014","Tunisia","Facility/Infrastructure Attack","Unknown, religious & militia","START Primary Collection",4,0,0
"2348","Middle East & North Africa","2010-2014","Tunisia","Facility/Infrastructure Attack","Government","START Primary Collection",1,4,46
"2349","Middle East & North Africa","2010-2014","Turkey","Bombing/Explosion","Private Citizens & Property","START Primary Collection",17,15,41
"2350","Middle East & North Africa","2010-2014","Turkey","Bombing/Explosion","Private Citizens & Property","ISVG",7,0,34
"2351","Middle East & North Africa","2010-2014","Turkey","Bombing/Explosion","Military","START Primary Collection",35,73,83
"2352","Middle East & North Africa","2010-2014","Turkey","Bombing/Explosion","Police","START Primary Collection",21,27,186
"2353","Middle East & North Africa","2010-2014","Turkey","Bombing/Explosion","Business, Utilities & Communication","START Primary Collection",24,1,37
"2354","Middle East & North Africa","2010-2014","Turkey","Bombing/Explosion","Business, Utilities & Communication","ISVG",6,2,3
"2355","Middle East & North Africa","2010-2014","Turkey","Bombing/Explosion","Unknown, religious & militia","START Primary Collection",13,4,5
"2356","Middle East & North Africa","2010-2014","Turkey","Bombing/Explosion","Government","START Primary Collection",11,55,147
"2357","Middle East & North Africa","2010-2014","Turkey","Bombing/Explosion","Government","ISVG",7,8,35
"2358","Middle East & North Africa","2010-2014","Turkey","Bombing/Explosion","Transportation","START Primary Collection",3,0,0
"2359","Middle East & North Africa","2010-2014","Turkey","Bombing/Explosion","Transportation","ISVG",4,9,4
"2360","Middle East & North Africa","2010-2014","Turkey","Armed Assault","Private Citizens & Property","START Primary Collection",6,2,17
"2361","Middle East & North Africa","2010-2014","Turkey","Armed Assault","Private Citizens & Property","ISVG",3,7,7
"2362","Middle East & North Africa","2010-2014","Turkey","Armed Assault","Military","START Primary Collection",53,110,156
"2363","Middle East & North Africa","2010-2014","Turkey","Armed Assault","Military","ISVG",1,1,2
"2364","Middle East & North Africa","2010-2014","Turkey","Armed Assault","Police","START Primary Collection",28,52,28
"2365","Middle East & North Africa","2010-2014","Turkey","Armed Assault","Police","ISVG",1,3,8
"2366","Middle East & North Africa","2010-2014","Turkey","Armed Assault","Business, Utilities & Communication","START Primary Collection",6,8,8
"2367","Middle East & North Africa","2010-2014","Turkey","Armed Assault","Unknown, religious & militia","START Primary Collection",2,3,0
"2368","Middle East & North Africa","2010-2014","Turkey","Armed Assault","Unknown, religious & militia","ISVG",1,1,0
"2369","Middle East & North Africa","2010-2014","Turkey","Armed Assault","Government","START Primary Collection",2,1,0
"2370","Middle East & North Africa","2010-2014","Turkey","Armed Assault","Government","ISVG",1,0,0
"2371","Middle East & North Africa","2010-2014","Turkey","Armed Assault","Transportation","START Primary Collection",1,0,8
"2372","Middle East & North Africa","2010-2014","Turkey","Assassination","Private Citizens & Property","START Primary Collection",3,1,6
"2373","Middle East & North Africa","2010-2014","Turkey","Assassination","Police","START Primary Collection",2,2,3
"2374","Middle East & North Africa","2010-2014","Turkey","Assassination","Police","ISVG",1,0,2
"2375","Middle East & North Africa","2010-2014","Turkey","Assassination","Government","START Primary Collection",4,5,8
"2376","Middle East & North Africa","2010-2014","Turkey","Assassination","Government","ISVG",1,1,1
"2377","Middle East & North Africa","2010-2014","Turkey","Hostage Taking","Private Citizens & Property","START Primary Collection",10,0,3
"2378","Middle East & North Africa","2010-2014","Turkey","Hostage Taking","Private Citizens & Property","ISVG",3,0,0
"2379","Middle East & North Africa","2010-2014","Turkey","Hostage Taking","Military","START Primary Collection",7,0,0
"2380","Middle East & North Africa","2010-2014","Turkey","Hostage Taking","Military","ISVG",1,0,0
"2381","Middle East & North Africa","2010-2014","Turkey","Hostage Taking","Business, Utilities & Communication","START Primary Collection",21,0,2
"2382","Middle East & North Africa","2010-2014","Turkey","Hostage Taking","Business, Utilities & Communication","ISVG",7,0,0
"2383","Middle East & North Africa","2010-2014","Turkey","Hostage Taking","Unknown, religious & militia","START Primary Collection",2,1,0
"2384","Middle East & North Africa","2010-2014","Turkey","Hostage Taking","Government","START Primary Collection",9,0,0
"2385","Middle East & North Africa","2010-2014","Turkey","Hostage Taking","Transportation","START Primary Collection",1,1,0
"2386","Middle East & North Africa","2010-2014","Turkey","Unknown","Private Citizens & Property","START Primary Collection",3,1,5
"2387","Middle East & North Africa","2010-2014","Turkey","Unknown","Military","START Primary Collection",2,2,4
"2388","Middle East & North Africa","2010-2014","Turkey","Unknown","Military","ISVG",1,1,0
"2389","Middle East & North Africa","2010-2014","Turkey","Unknown","Police","START Primary Collection",2,5,2
"2390","Middle East & North Africa","2010-2014","Turkey","Unknown","Business, Utilities & Communication","START Primary Collection",1,0,4
"2391","Middle East & North Africa","2010-2014","Turkey","Unknown","Unknown, religious & militia","START Primary Collection",2,4,3
"2392","Middle East & North Africa","2010-2014","Turkey","Facility/Infrastructure Attack","Private Citizens & Property","START Primary Collection",4,0,0
"2393","Middle East & North Africa","2010-2014","Turkey","Facility/Infrastructure Attack","Private Citizens & Property","ISVG",1,0,0
"2394","Middle East & North Africa","2010-2014","Turkey","Facility/Infrastructure Attack","Military","START Primary Collection",1,0,0
"2395","Middle East & North Africa","2010-2014","Turkey","Facility/Infrastructure Attack","Police","ISVG",2,0,0
"2396","Middle East & North Africa","2010-2014","Turkey","Facility/Infrastructure Attack","Business, Utilities & Communication","START Primary Collection",30,0,5
"2397","Middle East & North Africa","2010-2014","Turkey","Facility/Infrastructure Attack","Business, Utilities & Communication","ISVG",7,0,4
"2398","Middle East & North Africa","2010-2014","Turkey","Facility/Infrastructure Attack","Unknown, religious & militia","START Primary Collection",1,0,0
"2399","Middle East & North Africa","2010-2014","Turkey","Facility/Infrastructure Attack","Unknown, religious & militia","ISVG",1,0,0
"2400","Middle East & North Africa","2010-2014","Turkey","Facility/Infrastructure Attack","Government","ISVG",5,0,0
"2401","Middle East & North Africa","2010-2014","Turkey","Facility/Infrastructure Attack","Transportation","START Primary Collection",1,0,0
"2402","Middle East & North Africa","2010-2014","Turkey","Facility/Infrastructure Attack","Transportation","ISVG",3,0,0
"2403","Middle East & North Africa","2010-2014","Turkey","Unarmed Assault","Government","ISVG",1,0,0
"2404","Middle East & North Africa","2010-2014","Turkey","Hijacking","Business, Utilities & Communication","START Primary Collection",1,0,0
"2405","Middle East & North Africa","2010-2014","Turkey","Hijacking","Transportation","START Primary Collection",1,1,0
"2406","Middle East & North Africa","2010-2014","United Arab Emirates","Bombing/Explosion","Private Citizens & Property","START Primary Collection",1,0,0
"2407","Middle East & North Africa","2010-2014","United Arab Emirates","Bombing/Explosion","Police","START Primary Collection",1,0,0
"2408","Middle East & North Africa","2010-2014","United Arab Emirates","Bombing/Explosion","Transportation","ISVG",1,0,0
"2409","Middle East & North Africa","2010-2014","United Arab Emirates","Bombing/Explosion","Transportation","Other Source",1,0,1
"2410","Middle East & North Africa","2010-2014","United Arab Emirates","Armed Assault","Business, Utilities & Communication","START Primary Collection",1,1,0
"2411","Middle East & North Africa","2010-2014","West Bank and Gaza Strip","Bombing/Explosion","Private Citizens & Property","START Primary Collection",17,2,15
"2412","Middle East & North Africa","2010-2014","West Bank and Gaza Strip","Bombing/Explosion","Private Citizens & Property","ISVG",5,7,6
"2413","Middle East & North Africa","2010-2014","West Bank and Gaza Strip","Bombing/Explosion","Military","START Primary Collection",37,28,32
"2414","Middle East & North Africa","2010-2014","West Bank and Gaza Strip","Bombing/Explosion","Police","START Primary Collection",2,0,1
"2415","Middle East & North Africa","2010-2014","West Bank and Gaza Strip","Bombing/Explosion","Business, Utilities & Communication","START Primary Collection",3,0,0
"2416","Middle East & North Africa","2010-2014","West Bank and Gaza Strip","Bombing/Explosion","Business, Utilities & Communication","ISVG",1,0,0
"2417","Middle East & North Africa","2010-2014","West Bank and Gaza Strip","Bombing/Explosion","Unknown, religious & militia","START Primary Collection",37,4,13
"2418","Middle East & North Africa","2010-2014","West Bank and Gaza Strip","Bombing/Explosion","Unknown, religious & militia","ISVG",2,3,10
"2419","Middle East & North Africa","2010-2014","West Bank and Gaza Strip","Bombing/Explosion","Government","START Primary Collection",5,0,1
"2420","Middle East & North Africa","2010-2014","West Bank and Gaza Strip","Bombing/Explosion","Government","ISVG",2,1,3
"2421","Middle East & North Africa","2010-2014","West Bank and Gaza Strip","Bombing/Explosion","Transportation","START Primary Collection",2,0,0
"2422","Middle East & North Africa","2010-2014","West Bank and Gaza Strip","Armed Assault","Private Citizens & Property","START Primary Collection",22,8,23
"2423","Middle East & North Africa","2010-2014","West Bank and Gaza Strip","Armed Assault","Private Citizens & Property","ISVG",4,1,8
"2424","Middle East & North Africa","2010-2014","West Bank and Gaza Strip","Armed Assault","Military","START Primary Collection",22,13,13
"2425","Middle East & North Africa","2010-2014","West Bank and Gaza Strip","Armed Assault","Police","START Primary Collection",10,5,9
"2426","Middle East & North Africa","2010-2014","West Bank and Gaza Strip","Armed Assault","Business, Utilities & Communication","START Primary Collection",3,0,1
"2427","Middle East & North Africa","2010-2014","West Bank and Gaza Strip","Armed Assault","Business, Utilities & Communication","ISVG",1,1,0
"2428","Middle East & North Africa","2010-2014","West Bank and Gaza Strip","Armed Assault","Unknown, religious & militia","START Primary Collection",4,0,0
"2429","Middle East & North Africa","2010-2014","West Bank and Gaza Strip","Armed Assault","Government","START Primary Collection",1,0,0
"2430","Middle East & North Africa","2010-2014","West Bank and Gaza Strip","Armed Assault","Transportation","START Primary Collection",4,2,3
"2431","Middle East & North Africa","2010-2014","West Bank and Gaza Strip","Assassination","Military","START Primary Collection",2,1,1
"2432","Middle East & North Africa","2010-2014","West Bank and Gaza Strip","Assassination","Unknown, religious & militia","START Primary Collection",1,0,0
"2433","Middle East & North Africa","2010-2014","West Bank and Gaza Strip","Assassination","Government","START Primary Collection",3,1,0
"2434","Middle East & North Africa","2010-2014","West Bank and Gaza Strip","Hostage Taking","Private Citizens & Property","START Primary Collection",11,22,3
"2435","Middle East & North Africa","2010-2014","West Bank and Gaza Strip","Hostage Taking","Private Citizens & Property","ISVG",1,1,0
"2436","Middle East & North Africa","2010-2014","West Bank and Gaza Strip","Hostage Taking","Military","START Primary Collection",1,1,0
"2437","Middle East & North Africa","2010-2014","West Bank and Gaza Strip","Hostage Taking","Business, Utilities & Communication","START Primary Collection",1,0,0
"2438","Middle East & North Africa","2010-2014","West Bank and Gaza Strip","Unknown","Business, Utilities & Communication","START Primary Collection",1,0,1
"2439","Middle East & North Africa","2010-2014","West Bank and Gaza Strip","Facility/Infrastructure Attack","Private Citizens & Property","START Primary Collection",15,0,1
"2440","Middle East & North Africa","2010-2014","West Bank and Gaza Strip","Facility/Infrastructure Attack","Private Citizens & Property","ISVG",5,0,0
"2441","Middle East & North Africa","2010-2014","West Bank and Gaza Strip","Facility/Infrastructure Attack","Business, Utilities & Communication","START Primary Collection",3,0,0
"2442","Middle East & North Africa","2010-2014","West Bank and Gaza Strip","Facility/Infrastructure Attack","Business, Utilities & Communication","ISVG",2,0,0
"2443","Middle East & North Africa","2010-2014","West Bank and Gaza Strip","Facility/Infrastructure Attack","Unknown, religious & militia","START Primary Collection",8,0,0
"2444","Middle East & North Africa","2010-2014","West Bank and Gaza Strip","Facility/Infrastructure Attack","Unknown, religious & militia","ISVG",3,0,0
"2445","Middle East & North Africa","2010-2014","West Bank and Gaza Strip","Facility/Infrastructure Attack","Government","ISVG",1,0,0
"2446","Middle East & North Africa","2010-2014","West Bank and Gaza Strip","Facility/Infrastructure Attack","Transportation","START Primary Collection",1,0,0
"2447","Middle East & North Africa","2010-2014","West Bank and Gaza Strip","Unarmed Assault","Private Citizens & Property","START Primary Collection",3,0,7
"2448","Middle East & North Africa","2010-2014","West Bank and Gaza Strip","Unarmed Assault","Military","START Primary Collection",3,2,6
"2449","Middle East & North Africa","2010-2014","West Bank and Gaza Strip","Unarmed Assault","Police","START Primary Collection",1,0,4
"2450","Middle East & North Africa","2010-2014","West Bank and Gaza Strip","Unarmed Assault","Transportation","START Primary Collection",1,3,7
"2451","Middle East & North Africa","2010-2014","Yemen","Bombing/Explosion","Private Citizens & Property","START Primary Collection",102,297,467
"2452","Middle East & North Africa","2010-2014","Yemen","Bombing/Explosion","Private Citizens & Property","ISVG",4,44,32
"2453","Middle East & North Africa","2010-2014","Yemen","Bombing/Explosion","Military","START Primary Collection",152,640,835
"2454","Middle East & North Africa","2010-2014","Yemen","Bombing/Explosion","Military","ISVG",25,78,123
"2455","Middle East & North Africa","2010-2014","Yemen","Bombing/Explosion","Police","START Primary Collection",29,53,83
"2456","Middle East & North Africa","2010-2014","Yemen","Bombing/Explosion","Police","ISVG",9,14,26
"2457","Middle East & North Africa","2010-2014","Yemen","Bombing/Explosion","Business, Utilities & Communication","START Primary Collection",123,33,41
"2458","Middle East & North Africa","2010-2014","Yemen","Bombing/Explosion","Business, Utilities & Communication","ISVG",15,119,72
"2459","Middle East & North Africa","2010-2014","Yemen","Bombing/Explosion","Unknown, religious & militia","START Primary Collection",96,127,231
"2460","Middle East & North Africa","2010-2014","Yemen","Bombing/Explosion","Unknown, religious & militia","ISVG",3,32,5
"2461","Middle East & North Africa","2010-2014","Yemen","Bombing/Explosion","Government","START Primary Collection",64,133,330
"2462","Middle East & North Africa","2010-2014","Yemen","Bombing/Explosion","Government","ISVG",13,15,43
"2463","Middle East & North Africa","2010-2014","Yemen","Bombing/Explosion","Transportation","START Primary Collection",3,6,3
"2464","Middle East & North Africa","2010-2014","Yemen","Armed Assault","Private Citizens & Property","START Primary Collection",27,49,20
"2465","Middle East & North Africa","2010-2014","Yemen","Armed Assault","Private Citizens & Property","ISVG",4,6,2
"2466","Middle East & North Africa","2010-2014","Yemen","Armed Assault","Military","START Primary Collection",196,665,392
"2467","Middle East & North Africa","2010-2014","Yemen","Armed Assault","Military","ISVG",35,163,89
"2468","Middle East & North Africa","2010-2014","Yemen","Armed Assault","Police","START Primary Collection",59,75,70
"2469","Middle East & North Africa","2010-2014","Yemen","Armed Assault","Police","ISVG",22,116,41
"2470","Middle East & North Africa","2010-2014","Yemen","Armed Assault","Business, Utilities & Communication","START Primary Collection",26,48,46
"2471","Middle East & North Africa","2010-2014","Yemen","Armed Assault","Business, Utilities & Communication","ISVG",3,3,5
"2472","Middle East & North Africa","2010-2014","Yemen","Armed Assault","Unknown, religious & militia","START Primary Collection",17,55,25
"2473","Middle East & North Africa","2010-2014","Yemen","Armed Assault","Government","START Primary Collection",64,59,102
"2474","Middle East & North Africa","2010-2014","Yemen","Armed Assault","Government","ISVG",15,20,32
"2475","Middle East & North Africa","2010-2014","Yemen","Armed Assault","Transportation","START Primary Collection",2,0,1
"2476","Middle East & North Africa","2010-2014","Yemen","Armed Assault","Transportation","ISVG",1,0,4
"2477","Middle East & North Africa","2010-2014","Yemen","Assassination","Private Citizens & Property","START Primary Collection",21,17,12
"2478","Middle East & North Africa","2010-2014","Yemen","Assassination","Private Citizens & Property","ISVG",2,4,0
"2479","Middle East & North Africa","2010-2014","Yemen","Assassination","Military","START Primary Collection",66,62,42
"2480","Middle East & North Africa","2010-2014","Yemen","Assassination","Military","ISVG",9,12,10
"2481","Middle East & North Africa","2010-2014","Yemen","Assassination","Police","START Primary Collection",33,27,18
"2482","Middle East & North Africa","2010-2014","Yemen","Assassination","Police","ISVG",3,2,3
"2483","Middle East & North Africa","2010-2014","Yemen","Assassination","Business, Utilities & Communication","START Primary Collection",10,2,5
"2484","Middle East & North Africa","2010-2014","Yemen","Assassination","Unknown, religious & militia","START Primary Collection",10,9,3
"2485","Middle East & North Africa","2010-2014","Yemen","Assassination","Unknown, religious & militia","ISVG",1,16,0
"2486","Middle East & North Africa","2010-2014","Yemen","Assassination","Government","START Primary Collection",75,80,55
"2487","Middle East & North Africa","2010-2014","Yemen","Assassination","Government","ISVG",13,14,13
"2488","Middle East & North Africa","2010-2014","Yemen","Assassination","Transportation","START Primary Collection",1,0,1
"2489","Middle East & North Africa","2010-2014","Yemen","Hostage Taking","Private Citizens & Property","START Primary Collection",36,17,17
"2490","Middle East & North Africa","2010-2014","Yemen","Hostage Taking","Private Citizens & Property","ISVG",4,0,0
"2491","Middle East & North Africa","2010-2014","Yemen","Hostage Taking","Military","START Primary Collection",41,309,52
"2492","Middle East & North Africa","2010-2014","Yemen","Hostage Taking","Military","ISVG",6,0,0
"2493","Middle East & North Africa","2010-2014","Yemen","Hostage Taking","Police","START Primary Collection",9,10,17
"2494","Middle East & North Africa","2010-2014","Yemen","Hostage Taking","Business, Utilities & Communication","START Primary Collection",31,1,6
"2495","Middle East & North Africa","2010-2014","Yemen","Hostage Taking","Business, Utilities & Communication","ISVG",1,0,0
"2496","Middle East & North Africa","2010-2014","Yemen","Hostage Taking","Business, Utilities & Communication","Other Source",1,0,0
"2497","Middle East & North Africa","2010-2014","Yemen","Hostage Taking","Unknown, religious & militia","START Primary Collection",8,5,1
"2498","Middle East & North Africa","2010-2014","Yemen","Hostage Taking","Government","START Primary Collection",30,19,46
"2499","Middle East & North Africa","2010-2014","Yemen","Hostage Taking","Government","ISVG",1,0,0
"2500","Middle East & North Africa","2010-2014","Yemen","Hostage Taking","Transportation","START Primary Collection",1,9,0
"2501","Middle East & North Africa","2010-2014","Yemen","Unknown","Private Citizens & Property","START Primary Collection",9,39,24
"2502","Middle East & North Africa","2010-2014","Yemen","Unknown","Private Citizens & Property","ISVG",3,2,6
"2503","Middle East & North Africa","2010-2014","Yemen","Unknown","Military","START Primary Collection",57,148,106
"2504","Middle East & North Africa","2010-2014","Yemen","Unknown","Military","ISVG",13,106,104
"2505","Middle East & North Africa","2010-2014","Yemen","Unknown","Police","START Primary Collection",6,15,13
"2506","Middle East & North Africa","2010-2014","Yemen","Unknown","Police","ISVG",2,1,10
"2507","Middle East & North Africa","2010-2014","Yemen","Unknown","Business, Utilities & Communication","START Primary Collection",12,1,12
"2508","Middle East & North Africa","2010-2014","Yemen","Unknown","Unknown, religious & militia","START Primary Collection",4,23,6
"2509","Middle East & North Africa","2010-2014","Yemen","Unknown","Government","START Primary Collection",6,9,37
"2510","Middle East & North Africa","2010-2014","Yemen","Unknown","Government","ISVG",1,0,1
"2511","Middle East & North Africa","2010-2014","Yemen","Unknown","Transportation","ISVG",1,0,0
"2512","Middle East & North Africa","2010-2014","Yemen","Facility/Infrastructure Attack","Private Citizens & Property","START Primary Collection",2,7,8
"2513","Middle East & North Africa","2010-2014","Yemen","Facility/Infrastructure Attack","Military","START Primary Collection",4,0,0
"2514","Middle East & North Africa","2010-2014","Yemen","Facility/Infrastructure Attack","Police","START Primary Collection",2,0,0
